JB5011V,JB5143V,JB3905V,JB4899V,JB4577V,JB3137V,JB4453V,JB4189V,JB4743V,JB3979V,JB4676V,JB4833V,JB3172V,JB4029V,JB2466V,JB4060V,JB4998V,JB1535V,JB4160V,JB4715V,JB4878V,JB5014V,GL4371V,GL3576V,GL3599V,JB4674V,JB4757V,JB3025V,JB4234V,JB4548V,JB4649V,JB4752V,JB5019V,JB4304V,JB4531V,JB4196V,JB3663V,JB2133V,JB4314V,JB4684V,JB5242V,GL4490V,JB4388V,JB4079V,JB1654V,JB4419V,JB5153V,JB4589V,JB4889V,JB5234V,JB4860V,JB3441V,JB5141V,JB4077V,JB3434V,JB5150V,GL4200V,JB2299V,GL4226V,GL3623V,JB3838V,JB3457V,JB2025V,GL3500V,JB3820V,GL3520V,JB3669V,JB4960V,JB4345V,JB4744V,GL5113V,JB4952V,GL3793V,JB5068V,JB3063V,JB3437V,JB5223V,GL3597V,JB4696V,JB4450V,JB4962V,JB4561V,JB4650V,JB4912V,JB2737V,GL3632V,JB4900V,JB3309V,JB4534V,JB1989V,JB5051V,GL3537V,JB4442V,GL4487V,JB4387V,JB4448V
5.819177024,6.50663355,5.836019269,5.867020809,5.927746659,5.688837568,5.788142823,5.570884677,5.811089426,5.805895853,5.852122377,5.839306739,5.824564122,5.804893754,5.915322382,6.044159743,5.841143254,5.980720867,6.009509606,5.708449188,5.727920455,5.629069024,5.753582651,5.615362555,5.731597616,6.166571266,5.906890596,5.796538432,5.728867024,5.602545053,5.821481256,5.610325241,5.99669504,5.60905333,5.872853848,5.737672202,5.613408113,5.855951432,5.761227164,5.824449605,6.039442812,5.649599389,6.526814434,5.951275932,5.987759672,5.726155688,5.746379402,5.605378567,5.601034693,5.621038982,5.512706126,5.385063752,5.652131051,5.584858712,5.96210508,5.615636495,5.682598474,5.706014507,5.820411143,5.665784837,5.517301268,5.640159778,5.800254988,5.660373294,5.85695949,5.621180579,5.696187187,5.766441774,5.904527708,5.678540371,5.834039584,5.581755006,5.955553364,5.965801054,5.992730361,5.679078194,5.756014788,5.828827128,5.865869971,5.693592451,5.968303453,5.76125249,7.560128816,5.864066028,6.414735141,5.944816503,5.944294755,6.891793818,6.057503713,6.932976647,6.313767069,5.82584014,5.919841065,5.833903424,6.227459795,5.872060138
5.40893227,5.443154096,5.333142604,5.319405105,5.312049434,5.266887903,5.348208016,5.243215342,5.370927603,5.353387377,5.398886876,5.361886043,5.421237637,5.326201561,5.355010331,5.507393484,5.263402796,5.145105798,5.288286411,5.162392608,5.182816975,5.09126081,5.175157139,5.105964468,5.256431422,5.298093931,5.266985317,5.103283945,5.227473448,5.137365998,5.237393049,5.129337145,5.360424251,5.247825709,5.270461098,5.252654093,5.323644347,5.235793828,5.306818066,5.317154625,5.37498858,5.209417506,5.410602553,5.307648714,5.390807035,5.226575115,5.299508401,5.152758095,5.029449494,5.049693678,5.049124598,4.96139953,5.140261314,4.961868591,5.133505261,5.074576806,5.141753093,5.114036055,5.141336794,5.100874615,5.093410718,5.067272257,5.191749065,5.166250139,5.320787525,5.237301606,5.294794345,5.376223555,5.301253887,5.247418288,5.317812089,5.192841327,5.675794816,5.446910748,5.394777757,5.250701606,5.338116562,5.351263461,5.406736875,5.192889555,5.310907172,5.257428639,6.037985487,5.2393719,5.586322245,5.413717052,5.47843938,5.505499233,5.425747236,5.354702303,5.409472458,5.353683893,5.443800477,5.325929985,5.760694647,5.177061726
5.614087903,6.539401429,5.540710269,6.049973498,5.782065672,5.447604179,6.26246728,5.947382214,5.730510479,5.922181605,5.49979451,6.165858096,5.90436411,6.210317187,6.047949347,5.926474378,5.904850535,6.403656318,6.505004097,5.436198361,5.438210336,5.583104009,5.668575178,5.817960492,5.518125205,6.064314684,5.80958803,6.025336489,5.721819214,5.398669432,5.505803517,5.481691191,6.202177435,5.777977141,6.398167251,5.594263744,5.468900818,5.829645396,5.716869607,5.525844579,5.871731526,5.68122578,6.429959113,6.081559746,6.212696317,5.664287508,5.70736274,5.488367886,5.616189544,5.233538759,5.243825902,4.961474786,5.392607347,5.475737068,5.402723583,5.345732806,5.515089089,6.841431538,5.702228669,5.411219803,5.179844354,5.395109249,5.981223389,5.557456062,5.540035954,5.232733222,5.557360385,5.549909186,5.477070126,5.441812531,5.550558017,5.639518782,6.584449283,5.714724608,5.929404269,5.284971543,5.439666805,5.531709777,5.863312179,5.328080049,5.459798229,5.736302198,7.500291864,5.70249308,5.989093311,5.593593306,5.57708537,6.403277046,5.648497503,6.045381622,5.626682601,5.449513474,5.756425787,5.549584817,6.219785132,5.62131008
5.30504191,5.348051469,5.314157695,5.245632672,5.276914367,5.212997422,5.347769599,5.148776936,5.309453793,5.269397861,5.286804947,5.25838901,5.299207478,5.23919503,5.325747363,5.38138929,5.1326104,5.100495923,5.355637014,5.1317377,5.087462841,5.035479537,5.212317411,5.104905454,5.199817068,5.223258145,5.163383158,5.113979745,5.171857565,5.106573989,5.166408208,5.001622906,5.387578275,5.158052952,5.239245297,5.174290068,5.208897353,5.184544119,5.235204095,5.240059903,5.197145815,5.156717599,5.328119348,5.220009772,5.311802769,5.203442138,5.295562328,5.056119681,5.014504597,4.92729601,5.021683178,4.905388003,5.008173653,4.928650217,5.082627577,5.014045043,5.07362652,5.058197856,5.072203066,5.074011325,5.006055302,4.978176995,5.22738748,5.147585127,5.300396835,5.166190825,5.238076396,5.327876135,5.229504324,5.191789258,5.306535958,5.083901074,5.39659843,5.37631035,5.301411434,5.253211058,5.253611193,5.257134559,5.435758908,5.164753701,5.250638508,5.218579231,5.445153933,5.195919448,5.516396153,5.349927351,5.405210973,5.486512641,5.376058109,5.275704566,5.325436132,5.243403454,5.415877376,5.227037476,5.422623851,5.111586419
8.055433001,11.67009126,7.72982574,7.955351057,7.975684386,6.320031876,8.271107219,8.005485042,7.353817004,8.049999499,7.41036222,8.27652033,7.875448957,8.354060835,8.581921129,8.378633423,8.68688987,9.223568067,8.074865188,7.389111067,7.966136996,8.010029193,7.643567793,7.38879573,7.42740997,10.31527285,8.873663203,9.213119414,7.511067788,8.762206349,8.267803429,7.692901786,8.586583219,7.88248511,9.1603557,8.369412519,6.664648207,8.682084378,8.281505952,7.643054541,8.97586483,7.066501869,9.955238685,8.16828275,9.305762733,7.4746769,7.975722325,8.258082574,7.717743855,7.343270586,7.140083593,5.764356866,8.039332175,7.60332267,8.968591648,7.238926749,8.044127685,8.830506184,8.745721778,7.58742111,6.571140586,7.110680157,7.405548189,7.531710326,8.060085697,6.785067749,8.14557011,7.330141225,8.585804748,7.302742504,6.855364896,7.52543891,9.390592284,8.105936905,9.573917426,7.061309283,7.378796909,8.168147074,7.82488687,7.339033196,7.537491191,7.322206844,10.91081342,7.644634316,8.775907865,7.558844833,7.560011522,9.505563373,7.767280946,10.21441929,8.122803956,7.475260689,9.335380629,8.315441896,8.681733084,8.069153006
5.464350538,5.535783225,5.466746155,5.370385504,5.428349713,5.365311741,5.372285471,5.220458266,5.377170509,5.370375938,5.405186562,5.392901295,5.491852326,5.226579087,5.441284418,5.798905949,5.365196496,5.139135339,5.366607682,5.2503312,5.282196644,5.122531145,5.266931928,5.097359685,5.371566352,5.364600626,5.286552193,5.111510788,5.306359072,5.244467772,5.307694308,5.09875426,5.544899737,5.245258209,5.262235753,5.313938067,5.41114868,5.31463243,5.423284164,5.453328625,5.401208336,5.29538598,5.429649945,5.321083663,5.437023497,5.319421123,5.396464864,5.159782249,5.071025259,5.135690423,5.084371101,4.944914885,5.1758209,5.05705174,5.192166635,5.163500804,5.22807567,5.084769716,5.181793661,5.137950751,5.090589362,5.122835601,5.250944271,5.163356626,5.447642009,5.230617868,5.334442499,5.325243707,5.411188821,5.252938236,5.459283139,5.159926132,5.396567906,5.479521339,5.535097767,5.268402872,5.349981389,5.442691685,5.497460554,5.319352957,5.289132703,5.307839232,5.401840309,5.368771019,5.766106858,5.453086288,5.513652999,5.493889553,5.506394214,5.389959982,5.435021794,5.367696422,5.427578181,5.377406773,6.122971934,5.295816232
5.443724272,5.588871267,5.454544121,5.346222082,5.385251287,5.299095101,5.365355316,5.226109283,5.48259499,5.341613676,5.322310217,5.296016546,5.450899713,5.404536806,5.424567108,5.899345642,5.229952861,5.08694316,5.37203274,5.239675999,5.222505945,5.153573166,5.214672382,5.14080704,5.404708553,5.360549663,5.331312814,5.147034715,5.245661104,5.118640269,5.267671599,5.176022604,5.5797806,5.280929059,5.34439335,5.259625878,5.427160842,5.314341983,5.4467967,5.427897682,5.545522919,5.271667124,5.346479533,5.349045783,5.355474837,5.307951801,5.343538677,5.137012687,5.126388411,5.149680594,5.084209826,4.998219987,5.115492526,5.075707556,5.165310089,5.091916612,5.162249718,5.08862695,5.186851521,5.179165731,5.068012941,5.167591278,5.183573683,5.174433497,5.410053309,5.219997101,5.310781838,5.377957639,5.359517159,5.268127983,5.403090836,5.20035567,5.426224476,5.464986914,5.385554012,5.385060493,5.34646182,5.431468371,5.411250091,5.174311448,5.33112144,5.244648048,5.396751655,5.380021523,5.675325859,5.440299282,5.508850568,5.526819004,5.436266697,5.344858474,5.421665869,5.336048823,5.471385134,5.413162579,6.343111559,5.269404984
5.545480114,5.597304848,5.506142822,5.498885249,5.389606704,5.345110239,5.409570524,5.212193311,5.496441426,5.445430263,5.463438093,5.506611175,5.407558802,5.445426061,5.48194341,6.138502013,5.358798454,5.17960674,5.434832491,5.318322341,5.258342445,5.125071844,5.382498962,5.217863385,5.36468727,5.493713341,5.415761536,5.232935571,5.485471511,5.231176824,5.422406584,5.151408218,5.517358362,5.286740058,5.329230613,5.41685571,5.466069241,5.482369947,5.504158039,5.493414927,5.481504205,5.330715041,5.52052302,5.377508875,5.376733945,5.310079056,5.377244291,5.389993285,5.146992406,5.217181426,5.151760119,5.011926696,5.159529823,5.002333672,5.238575366,5.14571421,5.138463913,5.057617596,5.220677383,5.107844685,5.292859281,5.154677452,5.250122489,5.301261155,5.569697864,5.364794468,5.436575634,5.462546705,5.397022089,5.254400226,5.614414929,5.21814088,5.397618981,5.565050397,5.47518248,5.259424392,5.446730937,5.454704063,5.485172831,5.357483146,5.340203166,5.317719016,5.435722948,5.308861004,5.883050936,5.450072824,5.592022246,5.563395901,5.502096483,5.372201274,5.465634696,5.444942286,5.531071594,5.371103469,6.508730006,5.563739453
9.71677849,13.57859397,10.90502809,11.59790855,9.820661322,8.717196776,9.350526223,11.24230392,9.219269983,10.14646175,9.666538572,9.986048221,10.13548308,11.54336934,11.74298106,11.6471639,9.049016006,10.56904154,10.62558614,12.22115201,10.60761024,9.068941566,9.177682712,10.52776827,9.344792656,10.80497462,10.58764469,10.98059642,9.368468318,8.827485318,9.391219595,5.611853573,8.087417874,10.11346089,7.274596451,11.55120207,11.11136518,13.1711384,11.13527526,9.684972178,10.99809671,10.3194519,10.42375668,12.39082337,7.394720404,9.677413164,6.697975028,11.76737716,9.279735861,9.602875231,10.36826352,7.346823182,8.217625575,8.47037121,9.767658129,9.337721526,8.256377113,6.256487272,9.656990014,7.387499766,9.677769031,9.786911323,9.437000357,9.224734816,11.0521434,8.789465788,11.32319891,8.673832268,9.436523825,9.949612319,9.4475834,8.205515369,9.292912067,10.41351649,9.38499483,9.410287119,9.548199465,8.776764324,5.681985491,8.491340174,9.988537357,9.120203923,5.311617026,11.0666292,10.95025599,9.819772568,8.480241199,9.064774225,11.35384099,10.31733668,9.377249442,9.861847996,8.248898206,8.904426567,8.075964974,12.01400039
6.186161732,8.360041792,6.387934894,7.07867888,6.920062224,6.058889689,5.720384647,5.868628436,6.229137878,6.635635486,6.189358897,5.584589123,6.259578505,6.342774389,6.862179137,7.452144423,6.596975071,6.579047721,7.428982528,6.19725488,6.146329527,6.562095925,6.833123854,5.676983466,6.157826476,7.377713542,7.092032048,5.837808416,6.186885253,5.921328376,6.269902486,6.540115102,7.954281501,6.213615404,6.341487404,6.661088934,5.669702237,6.607361691,6.359186818,6.157039991,6.964995707,6.497110537,6.989760005,6.769181242,5.741465219,6.309368613,6.324285119,6.157299084,6.384106017,5.810276106,5.838458777,5.118921325,6.513286667,6.411410197,6.682422556,6.226923894,6.389305402,6.479917743,7.110653443,6.358235899,5.628958235,6.565853188,7.038252887,5.514912821,6.644244609,5.505120377,5.7046736,6.287775529,6.429808714,6.039706706,6.31912815,5.977707931,6.446754615,6.910188414,7.584211086,5.563660394,5.924524324,6.047945155,6.250635616,6.157193635,5.958638661,6.669746378,5.551795566,6.856986684,6.089066834,6.378749659,6.243324833,6.516638193,5.894541435,5.876823778,6.203280093,5.951622907,6.895737896,5.909389939,6.226846257,7.279551253
5.4316101,5.622315272,5.358574477,5.446640816,5.452082904,5.255063434,5.544629668,5.440188489,5.412857723,5.437868165,5.341957186,5.551375612,5.477900486,5.405070685,5.394947741,5.563299687,5.31220693,5.441592399,5.433982646,5.193086921,5.255136199,5.145981396,5.30420321,5.149566083,5.294974338,5.42510233,5.344539534,5.247495905,5.274380452,5.165744434,5.289772523,5.139343561,5.477089858,5.241315015,5.577087927,5.277580113,5.265913018,5.275616887,5.390329915,5.372389922,5.400656615,5.216153853,5.64227142,5.333356105,5.557142348,5.240394207,5.406717572,5.142761116,5.143494722,5.050255977,5.069361086,4.956835796,5.089305196,5.050621643,5.210844614,4.999868505,5.178908189,5.65143304,5.191749999,5.143919047,5.050586338,5.089433668,5.450626094,5.264179148,5.406077555,5.198877995,5.306236174,5.334454334,5.336197131,5.267162474,5.417395162,5.227203693,6.03658768,5.505457939,5.464494661,5.236183812,5.321680747,5.381155489,5.6588569,5.224313038,5.381079209,5.354541936,6.540770529,5.342706518,5.816333148,5.422828137,5.500116539,5.630946014,5.511678274,5.459096613,5.381786216,5.329942712,5.45449023,5.375432142,5.698963758,5.322617356
5.603299446,6.090045661,5.546828196,5.533506122,5.579518206,5.42064784,5.656786237,5.591245644,5.639428627,5.668798043,5.563497448,5.824993981,5.625098003,5.653231921,5.656850262,5.802493391,5.606788303,5.797710039,5.68686138,5.437247719,5.498294209,5.35101945,5.462766522,5.383984358,5.43849548,5.763271843,5.668823414,5.70986395,5.386711175,5.393149149,5.493594458,5.351008181,5.709618085,5.479427459,5.797939138,5.526217353,5.486675381,5.649153693,5.551771225,5.505990762,5.680216652,5.448460611,6.146986183,5.53360495,5.762723004,5.517345163,5.466433124,5.464679033,5.293340298,5.223986671,5.263993906,5.06095164,5.309485036,5.326526709,5.493708133,5.255515902,5.377715717,5.776013828,5.519944399,5.316541724,5.198679244,5.337498872,5.527145684,5.377167729,5.64035338,5.401822628,5.694555691,5.572060985,5.642997745,5.381120293,5.473212732,5.449450612,6.48715655,5.772503753,5.574163344,5.438406659,5.532513363,5.595442393,5.728639736,5.456199336,5.696786987,5.664136177,7.870900654,5.628181858,5.952546046,5.688738655,5.685720935,6.079594705,5.613610025,5.885066225,5.686269791,5.524926869,5.732887805,5.72135413,5.985395663,5.716747641
5.565510051,5.531154131,5.462172868,5.387290533,5.55132572,5.309375117,5.406919856,5.292563963,5.400680368,5.359910562,5.423832605,5.346000156,5.498360372,5.469939771,5.486685551,5.797055285,5.393337631,5.202573843,5.500813268,5.282827793,5.286067123,5.173312861,5.211791383,5.150237009,5.422324037,5.395690736,5.264552594,5.212915485,5.338224199,5.243750902,5.365924357,5.181705193,5.496045581,5.282439611,5.250568531,5.342061276,5.47625241,5.304633177,5.448243036,5.452018954,5.538545504,5.364857409,5.456763919,5.385232511,5.343826354,5.340080775,5.315932015,5.196409558,5.152821707,5.205941962,5.067864524,4.959839978,5.163865229,5.06037139,5.128801618,5.044927064,5.167706946,5.011872032,5.195068007,5.197546246,5.192809343,5.074185781,5.235688721,5.157717208,5.524761295,5.262352109,5.409267933,5.371017543,5.405812425,5.260924906,5.427565324,5.264621579,5.466897914,5.570457683,5.433232103,5.290222632,5.452435972,5.510808144,5.477861449,5.224632713,5.270054597,5.364782256,5.44208526,5.394946401,5.588222246,5.440557061,5.537022512,5.509934339,5.571163949,5.424905215,5.504931092,5.32122166,5.468524484,5.386636679,6.05140437,5.354441584
5.450239018,5.893143541,5.391969008,5.597646038,5.42701927,5.378090721,5.338178665,5.148018821,5.411493854,5.341460138,5.302092608,5.316313459,5.434916747,5.348073741,5.397693383,5.770944671,5.300195316,5.27377148,5.740585849,5.255773567,5.215945014,5.192617178,5.49365386,5.123879622,5.303265548,5.522911568,5.468069264,5.193149918,5.232578242,5.090760232,5.414722634,5.272083545,5.85644532,5.299138534,5.323552551,5.345535854,5.277773903,5.348414618,5.360366429,5.38759487,5.468523856,5.243179471,5.581960981,5.43386891,5.29290408,5.34655285,5.376522899,5.213594524,5.252173167,5.067235813,5.048877892,5.020097181,5.229376556,5.184431068,5.370008055,5.275072875,5.253764329,5.290714497,5.494880449,5.295637635,5.127794484,5.284314121,5.562549091,5.132628029,5.519133365,5.138618898,5.240397535,5.502748166,5.40690343,5.246199798,5.641300224,5.22221654,5.524293221,5.634617423,5.89602165,5.204097923,5.305614954,5.323839133,5.431476873,5.294208252,5.340884795,5.392773684,5.348827195,5.493402383,6.082187865,5.551080401,5.513874829,5.595189668,5.413027618,5.29962413,5.460147974,5.348462104,5.517808847,5.285999834,5.928870161,5.656311435
5.333452826,5.221240381,5.266156938,5.188024292,5.290764297,5.162700052,5.251947782,5.14029872,5.294105026,5.222280467,5.30143082,5.227202354,5.24747844,5.16295996,5.277574275,5.428067392,5.078157045,4.973907527,5.226582624,5.103604211,5.094361655,5.001986528,5.159470282,5.043853755,5.193617442,5.197383985,5.182370207,5.001782713,5.113546729,5.093648357,5.206620592,4.970689166,5.350772058,5.134801479,5.145971781,5.147842633,5.134305109,5.084659732,5.278521123,5.293526498,5.220886394,5.047653455,5.316248052,5.206718469,5.204857966,5.128301238,5.244319471,5.069475383,5.026426979,4.913200497,5.012171077,4.90712606,5.004350584,4.907070888,5.036098736,5.008098209,4.979257364,4.931113994,5.052361694,5.043008678,5.02162926,5.011042183,5.128731341,5.108918842,5.278503452,5.118240445,5.192415005,5.272316807,5.168007464,5.104218928,5.287503168,5.048477854,5.245716806,5.295770702,5.262425961,5.176231758,5.296163971,5.17430063,5.331562656,5.182705578,5.146249209,5.226892499,5.23795215,5.203673284,5.476548934,5.298823872,5.394074529,5.389592232,5.263526873,5.235598581,5.308608003,5.240785455,5.339914731,5.233660198,5.470164618,5.072075548
5.471715503,6.044071203,5.398523198,5.587798005,5.519287203,5.313301351,5.488288509,5.30998368,5.500492376,5.401808155,5.48947655,5.335009801,5.471392968,5.427484661,5.442504468,5.8020382,5.396725499,5.375655298,5.726346207,5.319463184,5.318367982,5.300009511,5.552739441,5.108187032,5.356788426,5.574559465,5.527076631,5.293841322,5.403875415,5.2325431,5.386214865,5.278082628,5.994202963,5.308289529,5.413514668,5.37784363,5.241130251,5.404596897,5.459803615,5.346406379,5.603141637,5.322345974,5.70285853,5.507629232,5.469502434,5.560195652,5.363496299,5.197737031,5.314366853,5.182763991,5.169894898,4.962374124,5.337726357,5.212888537,5.397972383,5.288368508,5.318150837,5.506328968,5.711399491,5.356354566,5.150760615,5.318986401,5.70964063,5.235562429,5.67008685,5.327346155,5.486841934,5.486203651,5.531684603,5.405291163,5.635684638,5.293330652,5.501268003,5.717901093,5.785335202,5.395432717,5.318053267,5.519928992,5.453379223,5.37050365,5.30834915,5.462715607,5.752456523,5.679423934,5.920725836,5.570837869,5.560598766,5.753857234,5.517773117,5.433703233,5.539937824,5.367778046,5.559415929,5.332132399,5.860287757,5.683494355
7.802851254,7.04578559,7.783321953,8.035410765,6.597032399,5.825375229,7.493082401,8.068701647,6.766660748,6.952467613,6.585002092,7.524012723,7.07884303,6.97797021,8.033984625,8.355078502,7.999068166,8.015192338,7.740546406,7.696802057,7.993085883,7.012302429,6.30058622,7.80041278,7.340592328,7.489704535,6.707744776,7.794747727,7.299593448,6.452513586,6.366673466,5.201732511,6.206327256,7.142162463,6.312696008,7.764748229,7.53059907,8.487993127,7.565666774,6.436768629,7.270507915,7.3399063,8.250950292,8.292546844,6.769350969,6.991023802,5.6431521,7.183541179,6.743149567,6.507257548,6.672425019,5.494020928,6.087269336,6.62723814,6.660939264,6.226329572,5.936164169,6.075324566,6.540665859,5.796489222,6.455967179,6.601184983,7.063185253,7.440203432,8.061198334,6.828380377,7.643506427,6.688723746,6.711792405,6.469179193,7.002358229,6.028659517,7.224786545,7.610035374,7.332599658,6.319911715,7.566506879,6.382279466,5.561699577,6.500815384,7.435902321,7.128007759,5.635888966,7.54822021,7.643789261,7.409836131,6.179622279,6.997554539,7.93814266,7.943313045,7.117529429,7.013953155,6.080454464,7.038421261,6.702323845,8.601477115
5.421114977,5.440067173,5.345952369,5.401955442,5.545105132,5.320607362,5.699821366,5.547786839,5.56774555,5.799475262,5.360736563,5.652154758,5.602706871,5.482577398,5.444251789,5.526577399,5.38071335,5.788057824,5.499790677,5.296074682,5.20775573,5.136595111,5.344141814,5.22331154,5.206433685,5.445825828,5.288534737,5.275876444,5.251092458,5.160824351,5.2503775,5.465609687,5.389904883,5.309573276,5.893978651,5.253406928,5.271370675,5.41781275,5.277759515,5.365191631,5.464144403,5.247122792,5.543346246,5.403776702,5.908301365,5.298477183,5.693399856,5.23031311,5.215243831,5.012460006,5.054321655,4.942533829,5.150467047,5.003560109,5.180556053,5.140089357,5.159983893,6.097027401,5.161272717,5.198741576,5.065838965,5.077620616,5.631820151,5.226922435,5.388748155,5.204801207,5.468918198,5.420715862,5.383859824,5.293155518,5.410762756,5.377597496,6.109370705,5.452602792,5.441776876,5.330251163,5.320656663,5.399322133,5.72609548,5.285822513,5.401431293,5.345820632,7.41492113,5.304943674,5.751360786,5.438416444,5.465900833,5.8309872,5.476005607,5.431243502,5.447132772,5.300221895,5.431530338,5.421991515,6.197307039,5.312880673
6.026628082,6.597705945,5.622447381,5.852818937,5.57313353,5.525613275,6.194228972,6.272857896,5.709497335,5.775962491,5.789383865,5.549798118,5.60500829,5.860303512,5.906399233,5.894670286,5.538049876,5.715123449,5.772959548,5.300401436,5.391033318,5.449394349,6.08027238,5.935407279,5.537079898,6.062052929,5.727175494,5.426158753,5.383608601,5.539403635,5.313016289,5.414396828,6.613339086,5.843208494,6.098081606,5.331650953,5.796198577,5.532386611,5.618220411,5.587097473,5.95419631,6.124166845,5.520831564,5.452334774,6.244874163,6.410566037,5.34340242,5.716074233,5.32878165,5.35993014,5.258855132,5.076906817,5.513183405,5.071477482,5.386582129,5.190721673,5.588147859,6.463765556,5.383450346,5.355321076,5.57326445,5.195786861,5.335185533,6.142317551,5.745222639,5.264164761,7.695404564,5.489802621,5.654644563,5.401482993,5.869899761,5.819698002,6.246451939,5.738392341,5.858519937,5.359113197,5.466476476,5.644130943,5.582195688,5.572108817,5.600755638,5.823149506,5.697689773,5.388094728,5.728222326,5.60106129,5.513358238,7.299459551,5.543923901,6.312869018,5.499684031,5.439040671,5.826077078,5.530789137,6.55811197,5.635795031
5.499567905,5.861148712,5.347210697,5.556486582,5.500209981,5.256100905,5.667864623,5.524219808,5.579712129,5.5722692,5.431365547,5.627781538,5.557571838,5.616661842,5.598096275,5.519478445,5.444360333,5.803543743,5.78808038,5.305252745,5.253281332,5.157139738,5.336979759,5.238076396,5.287884659,5.848572427,5.618956702,5.626981742,5.349989826,5.193720385,5.39263209,5.190802194,5.586301943,5.385994365,5.760493478,5.406486425,5.299953013,5.651898338,5.438410398,5.430696236,5.575654235,5.341275963,6.126667994,5.572720839,5.695648204,5.383789902,5.423554165,5.275063661,5.263375626,5.058124274,5.099485608,4.916699184,5.180622551,5.063889717,5.328837803,5.199342004,5.195821588,5.768305109,5.37748664,5.196365779,5.067727991,5.16597533,5.47819662,5.2541862,5.433572287,5.230835044,5.348256477,5.351150458,5.474120691,5.290330181,5.415498676,5.303472035,6.369164214,5.568221304,5.519964225,5.263420766,5.321648727,5.492767486,5.654601156,5.232651686,5.404600062,5.407368387,8.053573552,5.409410896,5.883567522,5.466534583,5.464367398,5.910984484,5.501083051,5.830362529,5.49441846,5.345508153,5.484902074,5.527881159,5.853429445,5.321833433
5.292001588,5.365928784,5.332192153,5.416459356,5.288120856,5.141498063,5.540788434,5.203113131,5.23354969,5.198318427,5.298955101,5.445697912,5.317724149,5.313273763,5.390757643,5.379597222,5.165421379,5.289281955,5.485355639,5.240870201,5.131725585,5.044326468,5.205262351,5.043952316,5.197608889,5.240171322,5.281528262,5.187848962,5.17314276,5.094486462,5.290124554,5.045107826,5.404853814,5.159482881,5.333965005,5.255057468,5.207476078,5.259631006,5.252934509,5.286392523,5.238794772,5.130251024,5.566157446,5.359159022,5.299491409,5.34871716,5.235376098,5.121474313,5.059814431,5.022310098,5.053714937,4.902131772,4.964002609,4.962007346,5.036633926,4.970721872,5.03214674,5.199690559,5.092099907,5.059673123,4.931915312,5.013848462,5.23995513,5.143718107,5.262111629,5.126454516,5.24617427,5.359040871,5.240991356,5.150980806,5.321242057,5.05221548,5.515633145,5.342855547,5.286348453,5.228498305,5.233347221,5.303242476,5.443513153,5.194676411,5.206654697,5.244840656,5.824247086,5.159564758,5.557267943,5.438345062,5.437757748,5.579385002,5.388830894,5.389560702,5.374267105,5.264635159,5.382168959,5.302850106,5.436495447,5.0978028
5.526600486,5.603184882,5.368318991,5.393982422,5.441090324,5.317096394,5.411787654,5.1898157,5.474443326,5.331543106,5.367245095,5.289457018,5.43790662,5.34280503,5.347693324,5.931027999,5.456070353,5.151163922,5.424981772,5.192573718,5.180740462,5.134660662,5.343819954,5.102360095,5.338192334,5.481720174,5.265884862,5.119733262,5.3450871,5.201033422,5.3333074,5.156546353,5.616029447,5.269243742,5.301751531,5.307222029,5.327120906,5.290262046,5.337922622,5.350290057,5.452987849,5.250466079,5.440687506,5.277431474,5.320286786,5.312465915,5.312611718,5.179172464,5.097625807,5.091211227,5.097006213,4.926986075,5.188105428,5.034185536,5.228614525,5.070909357,5.18354353,5.003505647,5.267367533,5.162404478,5.139742084,5.129841348,5.223523155,5.191006866,5.44402421,5.233104618,5.283384922,5.348073842,5.305309613,5.25952422,5.680302401,5.121346,5.413196459,5.532435029,5.516339264,5.264579837,5.305085828,5.36365858,5.374215146,5.259249438,5.306054243,5.262833392,5.434037323,5.412536204,6.165422285,5.397608763,5.471099802,5.508183118,5.452708476,5.310196189,5.368799708,5.357441906,5.495106265,5.312879182,6.376278351,5.360061092
12.03379492,5.487786699,5.601280734,5.371455612,9.752922201,5.83084689,5.483347031,5.403661381,8.604173989,5.539400838,5.860122875,9.570142877,6.703901496,6.512467514,6.660342242,9.733729534,8.725940522,6.166865974,6.929029758,5.318676074,5.627655514,7.193480485,5.361309951,10.38493658,5.383376585,6.825085034,8.530066067,5.277971028,6.114660278,10.661,9.091127855,5.24203417,5.793501381,9.73877886,5.931360496,7.982127326,5.454006504,5.447126819,6.344814648,5.358406945,9.125519596,6.045129038,5.818714974,6.030786842,5.394774706,5.490174191,5.496406053,5.261666971,8.66778684,5.145896198,7.034276314,5.326661303,5.351505639,5.848971036,5.64703705,5.740659151,5.793265211,5.386896453,5.325386683,5.672286469,6.88002239,5.336614469,5.290710052,6.021798297,7.879470348,11.73170273,5.474544868,6.951527596,8.817704246,6.354847994,6.932558693,5.309282417,5.569491757,5.571620387,12.25868155,10.7550432,5.76876078,5.483882145,5.498842916,11.36797652,5.45125246,6.725721244,5.693071257,8.282021553,6.795442741,12.13683243,9.385526766,5.812448235,5.967859847,6.005824079,7.555754195,5.321350958,10.3804374,6.430781883,6.649464417,5.473485931
