JB4870E,GL4660E,JB2851E,GL3907E,JB2669E,JB2906E,JB1996E,GL4440E,JB3189E,JB2636E,JB3067E,JB2865E,GL4080E,JB2344E,GL3736E,JB5096E,JB2665E,JB2445E,JB3426E,JB3110E,JB2024E,JB5049E,GL4627E,JB4916E,JB5043E,JB3058E,JB1995E,GL3694E,GL4415E,GL4668E,GL4431E,JB5227E,GL3542E,JB2962E,JB2361E,JB3436E,GL4254E,JB2109E,JB1866E,JB4618E,GL4472E,JB2557E,GL4064E,JB1883E,JB3197E,GL3686E,JB5017E,GL4282E,JB2070E,JB1602E,JB2341E,GL3816E,JB2091E,JB2750E,JB2907E,JB2630E,GL3529E,JB2471E,GL4590E,JB1596E,JB3020E,JB1437E,GL4366E,GL4666E,JB1245E,JB5142E,JB2373E,JB5240E,GL3934E,GL3709E,JB3012E,JB2684E,GL4300E,JB5221E,JB3329E,JB4933E,JB2651E,JB3390E,JB2446E,GL3898E,JB2620E,JB1722E,JB2260E,JB5000E,GL4530E,JB1705E,JB1905E,JB1521E,JB1914E,JB1677E,JB5294E,JB1394E,JB1603E,JB1533E,JB5273E,JB5307E
5.374798191,5.265342358,5.363844189,5.39620771,5.369034771,5.16062035,5.297640532,5.36896137,5.422575142,5.484225285,5.325365769,5.30716917,5.424812493,5.464970429,5.369941794,5.321189866,5.324119593,5.048057248,5.335454565,5.057959024,5.150318335,5.056439849,5.199910954,5.094192528,5.21737693,5.109917797,5.196450959,5.262690437,5.166790134,5.008947062,5.316334242,5.243427267,5.354731657,5.284583544,5.27682867,5.113470991,5.270608906,5.280186435,5.365196174,5.204998193,5.299030877,5.227825502,5.384879075,5.157334739,5.297063666,5.214911288,5.257518426,5.24922681,4.853218903,4.875354674,5.035670181,5.039042906,5.10457369,4.945148336,5.084414985,5.068263422,5.102669383,5.144707278,5.092385423,4.971528478,5.144230187,5.115526801,5.151482442,5.015946467,5.314067006,5.190424121,5.319328298,5.211717928,5.337689206,5.105265743,5.257291886,5.189059097,5.304551803,5.197191749,5.418008845,5.369628573,5.376544367,5.146529944,5.367001246,5.388260244,5.295970407,5.260125802,5.266429704,5.072377292,5.477379007,5.407070546,5.463730987,5.253692791,5.376314007,5.342319374,5.452128142,5.332852438,5.43092492,5.205484895,5.231623746,5.222037887
6.142288657,6.192215141,6.689442477,6.088438028,6.099653353,5.951803758,6.128336085,6.287105787,6.238325926,6.305972335,7.174566133,6.036747893,6.447162791,6.291325327,6.240873758,6.446065453,6.161116203,5.966553185,6.299734807,6.589693373,6.296556684,6.053584376,6.207262082,5.942733665,6.170221803,6.058751143,6.330914061,6.809001481,6.377468379,5.900752327,6.471449388,6.32951007,6.239293681,6.047949375,6.037366526,5.98044146,6.13109464,6.288426664,6.118623018,6.524891644,6.267542615,6.405640284,6.975600511,5.936394491,6.354065731,6.586189229,6.396333136,6.085295753,5.663042038,6.015892799,5.930038669,6.05503333,5.975677879,6.143274393,6.013394437,5.853608141,5.990176604,6.212823698,5.941725918,6.278025836,6.049952127,6.082930728,5.95826781,5.930468415,7.198656075,6.081233797,6.195203353,6.564017525,6.149961345,6.455251457,6.439601754,6.228476925,6.104882266,6.036504232,6.069065628,6.319119088,6.393879757,6.050291325,6.146626923,6.111922858,6.187964547,6.283803568,5.938101919,6.215684263,6.490472622,6.436621949,6.266085402,5.996373634,6.260474358,6.372944471,6.483082693,6.169680604,6.251692298,6.057889363,6.118579613,6.080318407
8.170704696,8.453709136,9.100036703,7.350900075,7.534281551,8.135436666,5.361334224,7.808456469,6.90652908,8.269831637,8.540102342,7.573729347,6.346272654,8.467298034,7.044467498,9.217390898,7.176333474,8.218546735,7.689545231,8.916113215,8.010079252,7.853795637,8.594218691,6.607324821,6.989386233,7.376052007,7.734206718,8.650222292,9.218344386,7.403828069,7.482301026,7.133596149,7.99039068,7.554227526,7.482966512,7.862076146,7.256474228,7.822834889,7.765310608,6.65208777,7.0836329,7.882990536,8.186687978,7.483712826,8.064373997,8.27183417,8.008373973,8.795945861,6.315722975,6.769047085,7.201271123,5.664897277,6.705474592,6.288972441,5.161102209,6.683897435,6.311754937,6.33027364,6.986539928,6.052909335,7.303668642,7.571212954,6.791525853,6.432402106,6.932524363,6.71164904,7.969806942,5.508124286,7.378750404,6.061039579,7.167177083,7.508513512,8.224756117,6.77897193,6.135429886,7.755404435,6.117033546,5.983437394,8.040270117,8.34276585,6.559485016,6.722022267,7.583306964,7.623162644,7.801925734,7.183750161,6.138287403,5.561722212,6.680172735,6.440107619,6.701516114,6.355526183,7.216874497,7.005734812,7.572038774,7.338677032
5.732998319,5.890439204,5.79910195,5.795466074,5.595723524,6.14035865,5.630503792,5.822147965,6.840748253,6.357022744,6.857987806,5.783490589,6.437286897,6.411428491,8.455773168,5.360366429,5.776941624,5.735145552,6.32205402,6.361665091,6.053754265,5.959051687,6.420181095,5.811234816,5.897542352,5.853019859,5.260140871,5.196604798,6.574758614,5.641885621,6.406650435,7.081118778,5.68928869,6.251544892,5.393485524,5.40428572,5.450099902,5.939581949,5.673552701,6.038320894,5.942587923,6.219473634,7.000583101,5.766266024,6.731035649,5.675918888,6.270790317,5.88678077,5.287867404,5.565800325,5.035660087,5.176911346,5.483897315,5.688397922,5.449100545,5.495078857,5.116993608,5.569131531,5.288651458,5.987221715,5.383234918,6.559929637,5.339389012,5.444666867,6.276282138,5.269945629,5.597020747,5.353558867,5.552143025,5.570567009,6.333145194,6.130012889,5.62466818,5.645559707,5.563667321,5.717082626,5.686260204,5.539781482,5.911123809,5.759139352,5.524028421,5.711058492,5.368418402,6.373515383,5.858097598,5.793450125,5.846948067,5.577624351,5.798367624,5.557140984,5.583236449,6.244081077,5.924115851,5.315015949,5.488413487,5.830359871
5.397142372,5.591191412,5.775805746,5.495152173,5.475764644,5.391269871,5.356087429,5.456101724,5.509103079,5.624711047,5.573057692,5.482603965,5.763250982,5.554188978,5.701539939,5.50303143,5.493787351,5.203261366,5.465139141,5.369337175,5.386645637,5.237856654,5.271461467,5.193807145,5.513675996,5.330008271,5.32829809,5.618162656,5.442205685,5.1911617,5.534542885,5.317621443,5.561975879,5.451873352,5.381321929,5.356106483,5.450337991,5.396701575,5.398857782,5.288642029,5.366855318,5.412703662,5.630092474,5.22287436,5.483027817,5.623087707,5.458265085,5.41531702,5.035734054,5.016379914,5.127236365,5.222369712,5.247584732,5.342078252,5.14481725,5.259539138,5.275567686,5.299044967,5.175651675,5.068182469,5.249015273,5.171285519,5.351243758,5.163038769,5.432433774,5.312370199,5.445551741,5.440853008,5.53869635,5.376521797,5.377514468,5.366304851,5.369373892,5.342349999,5.413928147,5.583318265,5.45452649,5.370064162,5.467120949,5.491885526,5.361228183,5.433315575,5.284487828,5.333723326,5.668406233,5.627904674,5.623696751,5.389666401,5.62567855,5.526777645,5.667824183,5.55645367,5.466505651,5.361556647,5.388324836,5.492994373
5.346522937,5.257006367,5.429443103,5.393161126,5.349293113,5.172805716,5.377802012,5.298610562,5.432479896,5.449613923,5.29541174,5.363186834,5.505942854,5.410912923,5.361195042,5.303173691,5.377016341,5.14692922,5.314032234,4.980428144,5.202557262,4.979641877,5.161756586,5.093152115,5.26175822,5.15704473,5.221916817,5.224292624,5.195838552,5.006940176,5.253001458,5.169072282,5.402865448,5.251926019,5.247058853,5.137796112,5.368370128,5.36341608,5.292034438,5.226479235,5.326997791,5.283573178,5.379544182,5.165325719,5.44239607,5.245232451,5.262222541,5.197523507,4.918091708,4.886253679,5.051907004,5.028791304,5.169917113,5.033889112,5.05120232,5.102188933,5.058961481,5.036678472,5.117248341,5.015619362,5.154483141,5.164793691,5.17700166,5.060446544,5.408199337,5.138254217,5.320708216,5.180572571,5.314554884,5.171738286,5.231857235,5.204274448,5.304895712,5.177787031,5.417744655,5.294022618,5.414959797,5.23639614,5.335793577,5.351396858,5.29583491,5.258290976,5.226463806,5.083555276,5.530408114,5.488615875,5.474929837,5.229575983,5.398103468,5.373969079,5.417735577,5.315580506,5.391181094,5.224286309,5.16436915,5.286444895
5.235908428,5.189469938,5.428985119,5.310293275,5.231875628,5.058916198,5.207140568,5.309407519,5.316862665,5.344721052,5.429813408,5.271471935,5.420335732,5.312656082,5.314907884,5.204595514,5.257805685,5.065332372,5.366874985,5.069587144,5.146175068,5.037784909,5.17226566,5.018651998,5.170607893,5.082517309,5.180854439,5.299699701,5.128283051,5.028575527,5.327747447,5.251141531,5.27674011,5.201201182,5.171832428,5.104357298,5.247485838,5.210928915,5.224652435,5.149473791,5.272304725,5.24491505,5.418641867,5.115779078,5.281246333,5.237311645,5.219603186,5.10044282,4.822968545,4.899292393,5.027033968,5.100729185,5.049266702,4.937124956,5.04175865,5.039415011,5.103612655,5.160189067,5.02778258,5.024103827,5.129970024,5.094038978,5.1166907,4.991873355,5.443781436,5.269179128,5.236356071,5.425149882,5.247816284,5.190906778,5.234397494,5.191993667,5.268970016,5.22611879,5.307730216,5.345162404,5.269840082,5.202776217,5.304417444,5.309766452,5.234883612,5.232549094,5.148254785,5.117433355,5.43054087,5.466593358,5.383388213,5.209212081,5.289209266,5.330741577,5.465306501,5.278278702,5.357453061,5.120002569,5.172664389,5.170392384
5.502379367,6.117033803,6.558941633,5.654299127,5.625257603,5.395948617,5.77103765,5.988279096,5.777457238,5.77738515,6.109468858,5.641395887,5.909154225,5.726970236,5.607982182,5.957989732,5.873227731,5.354499758,5.88381916,5.734080697,5.838260438,5.539014752,5.719553015,5.429008614,5.987674105,5.588231463,5.773985295,6.45499801,5.784595172,5.385636329,5.924414155,5.738555255,5.682467006,5.510294845,5.43451346,5.628675458,5.652417485,5.645094997,5.65402371,5.47889377,5.620644892,5.632092525,6.174807302,5.554862253,5.641741222,6.216302845,5.914300825,5.520724892,5.058077552,5.258711695,5.490679231,5.503964703,5.491386897,5.846058669,5.327110595,5.383777584,5.396088718,5.779588641,5.368277305,5.305412122,5.492298073,5.412296281,5.463032108,5.31759103,5.915264409,5.583131937,5.55829878,5.976096744,5.583168453,5.646552436,5.801718882,5.537386373,5.648250829,5.515960702,5.65895904,5.747239109,5.717790208,5.621408319,5.741298259,5.514442707,5.549837171,5.767935743,5.469390661,5.542618687,6.156055703,5.833927411,5.771369331,5.677350465,5.914580293,5.672148041,5.978205105,5.656147414,5.831067723,5.624072673,5.649574716,5.869251531
7.552393111,8.172292911,8.658387702,7.036622165,7.054895791,6.680266666,7.650296359,7.883159726,7.62508497,7.838960178,9.858859882,7.280875143,7.685264768,7.743300843,7.788149536,7.933367619,7.212385348,7.109480598,8.456474586,8.805049555,8.153772838,8.195996509,7.718484989,6.961707805,7.312934193,7.976867065,8.145470419,8.19428141,8.40926014,7.097035282,8.959541156,8.749087303,7.770104056,7.381256027,7.282878925,7.324254969,6.948726446,7.305715796,7.230239934,8.338719259,7.56861131,8.028274588,8.902027561,7.314904686,8.061352493,8.6475784,8.584740837,7.231113538,6.165353376,7.209534133,6.836011836,7.437841397,6.624884802,7.160691365,6.77455923,6.824760167,7.067219104,7.265340895,6.716816667,7.328325908,7.478843507,7.345257191,6.556513489,7.160866013,9.001952995,6.980273478,7.23058414,8.099530947,6.737260141,8.801222527,7.707872993,8.216845722,7.031633376,7.064652999,7.121955968,7.933249279,7.46005112,7.310137423,7.244762206,7.139496269,7.168087395,7.999287449,6.835620414,7.902548236,8.517924456,7.848943625,7.492328303,7.7056968,7.486097465,7.325764608,8.206253832,8.265865581,7.325846348,7.119362255,7.171763751,8.096655724
5.434485698,5.367511497,5.648101787,5.469963518,5.42224143,5.252160314,5.326963404,5.359157545,5.416444928,5.542633192,5.437625648,5.389836864,5.625689714,5.581204415,5.372538249,5.359423377,5.454746722,5.183961836,5.374174558,5.1831611,5.305247537,5.072833589,5.246118455,5.19497448,5.194067472,5.160944934,5.214037996,5.320636237,5.261033671,5.131312869,5.300357202,5.232746843,5.409184066,5.285847559,5.248293962,5.296771546,5.347500457,5.326798691,5.281870452,5.238248643,5.350569556,5.338030223,5.430795724,5.174583065,5.403633694,5.230508842,5.344274027,5.263757566,4.99893745,5.02480379,5.185221078,5.198516515,5.159012128,5.13246916,5.129314046,5.159600813,5.212497258,5.210253162,5.165942969,5.026365623,5.171658165,5.183459159,5.227251184,5.110257791,5.402002945,5.28504057,5.364607655,5.188994856,5.393513669,5.225880456,5.304484323,5.220160627,5.384004016,5.298746383,5.432122096,5.490850697,5.39776155,5.277109693,5.482917718,5.418821222,5.442977624,5.583424875,5.384695347,5.277453608,5.609157395,5.643176769,5.522199001,5.277501552,5.506106495,5.455240397,5.542272701,5.361423521,5.486893105,5.378590465,5.295638652,5.310282664
5.276753272,5.311404962,5.464840028,5.392308104,5.299837445,5.173829088,5.274377459,5.329924418,5.3293991,5.333142604,5.331626368,5.331582899,5.518886183,5.395220156,5.248747412,5.254665952,5.330287599,5.096552077,5.268753472,5.103675509,5.247535121,4.994299539,5.211821764,5.115323678,5.287076609,5.158244097,5.192249335,5.337048328,5.146463162,5.125463423,5.268745338,5.227929828,5.321935218,5.260747615,5.254200148,5.128272478,5.311497837,5.331779888,5.279680988,5.228914391,5.294702291,5.245252571,5.430417799,5.153752563,5.292077557,5.294586626,5.283222543,5.179596045,4.91563892,4.874711896,5.059422189,5.092380061,5.174988585,5.0472313,5.090947835,5.059956319,5.062864691,5.123284226,5.054923887,4.999999619,5.17889695,5.118683653,5.155372095,5.027204696,5.41032022,5.199862414,5.30435312,5.210497815,5.336017805,5.214959743,5.174925683,5.100396975,5.293977794,5.146294192,5.322835661,5.346962432,5.31946482,5.241679972,5.344860116,5.364163236,5.259126088,5.259695271,5.147923668,5.177035388,5.507743334,5.419908954,5.361796404,5.246582306,5.448709111,5.424739431,5.452506752,5.287958793,5.391144713,5.190504012,5.175482841,5.238434907
5.379339114,5.321541211,5.385347885,5.380598095,5.334206603,5.128929869,5.238580704,5.303358549,5.350319983,5.507232604,5.233157819,5.29439024,5.544649153,5.387042468,5.303063179,5.188017529,5.394326903,5.18864604,5.212038551,5.025613493,5.168068676,5.127196751,5.181431001,5.110737743,5.215638949,5.14908607,5.090875453,5.182418728,5.130685641,5.035809624,5.236602789,5.105031172,5.327583338,5.253095177,5.196280034,5.194880638,5.373506601,5.330315114,5.231360249,5.167521069,5.287916591,5.327924273,5.291021417,5.068972039,5.375569518,5.234763786,5.238402946,5.153516995,4.925447591,4.965509543,5.011516963,5.032480931,5.106152865,4.988461685,5.064619594,5.055028115,5.118926765,5.110912206,5.107172074,4.920026342,5.130576901,5.113912711,5.214475149,5.108874826,5.331160483,5.221118338,5.167196121,5.142471561,5.313987752,5.189477328,5.265489852,5.207561131,5.366354846,5.242574228,5.395961307,5.377973473,5.416990519,5.190054031,5.184908002,5.361238469,5.301940353,5.310254899,5.269149124,5.167017985,5.458826417,5.512699991,5.462391401,5.26247727,5.44635419,5.359566007,5.441627216,5.270881177,5.371539279,5.224954701,5.174146058,5.16409792
6.305173363,7.473166388,7.540329213,6.865387998,6.757665839,5.555302326,7.241725562,7.386230545,5.770075816,6.65340206,5.480688396,6.567194038,6.617457862,6.48374537,5.726010716,6.125642477,6.325854763,5.720491417,6.661035636,5.357552005,7.264651963,5.574499554,5.944772633,5.151399245,5.493338625,5.54458652,6.205078438,6.915073079,5.559806393,6.054555075,6.057992698,5.368393955,6.756278862,6.029685727,5.508413222,6.296742923,6.500401705,6.416623862,5.67725945,5.811570313,5.865423323,5.796093613,5.875699226,6.178013612,5.493861587,6.232340081,5.655211767,5.798087264,6.152052455,5.355960417,6.088305655,5.493792714,5.924637872,5.759654693,5.317096201,5.339598991,5.773872989,5.363600927,5.274972231,5.257378675,5.480987207,5.307254057,5.589102265,5.81092141,5.381725239,5.87234874,5.626579259,5.232486346,5.773228042,5.756340052,5.388398206,5.539745055,5.829856837,5.474989715,7.13057466,5.580997508,5.697899058,6.087660818,6.314512709,5.558879832,5.445138513,5.475846635,5.678524022,5.308417385,6.016242592,6.073183567,5.899245347,6.275322872,5.819391821,5.91469622,5.864336809,6.963025677,5.808512612,5.817898358,5.675588915,5.899866652
5.304456255,5.32463266,5.459290345,5.385892045,5.367673788,5.139784304,5.273200701,5.272173856,5.372416868,5.418573561,5.305072095,5.36406897,5.506160431,5.43679433,5.317321321,5.28024211,5.350593513,5.131054765,5.272153745,5.015541645,5.157642604,5.049639499,5.175647511,5.170387111,5.215200461,5.111874262,5.221041043,5.295187355,5.214207918,5.080573505,5.218687131,5.136913411,5.372056523,5.263791986,5.20876493,5.160667693,5.358233905,5.383128104,5.253819005,5.153693017,5.384937278,5.238730776,5.326046747,5.080215412,5.333613855,5.195468843,5.272993438,5.187575194,4.967364601,4.903580082,5.094423919,5.010440639,5.131386757,4.983548774,5.075901729,5.079242534,5.063226755,5.070768135,5.117208288,4.988931989,5.151386469,5.149745185,5.166116538,4.979672428,5.36722476,5.237142406,5.288708885,5.150801254,5.340986795,5.191017725,5.258192286,5.22507799,5.332539482,5.262754409,5.342155917,5.362568005,5.387823024,5.185086357,5.250144689,5.336444341,5.299756949,5.221364431,5.295419572,5.184521077,5.386778532,5.492682996,5.43140549,5.194578869,5.464198294,5.422164504,5.431150792,5.321983141,5.382333951,5.158990324,5.1657159,5.279460856
7.875498292,6.225751769,7.696339171,6.317691933,8.086585769,6.481671122,6.610284715,7.188040724,6.631349496,6.384502614,6.897063937,6.888150345,7.11713968,6.650441434,6.426469106,6.273407431,6.664376807,5.786032071,7.569171525,6.807796482,6.894937682,6.924057148,5.74765005,5.682667169,5.844995454,6.29347364,6.752580675,7.625925858,7.097361801,6.420616477,6.518702788,5.894015822,6.886822214,6.263309803,5.955886725,6.320118654,7.252472231,7.799791875,6.262577245,7.044950325,5.913518145,6.207037932,7.340789401,7.022966674,5.929092131,7.543834961,6.686801454,6.053996297,5.824268353,5.311367027,6.216352129,6.4233996,6.448797464,6.053302169,5.524498657,6.275060192,5.999708967,6.259936539,5.337871964,5.739514058,6.343939514,5.499720112,6.485403744,5.903043387,6.137970081,6.727650671,6.180365421,6.572132072,6.101208295,5.703968146,5.940539482,6.059061114,5.691088304,6.034185536,6.124108178,6.83081275,6.423690643,5.934366152,5.911678372,5.67259578,5.624917519,5.962521633,5.616405001,5.640014113,6.178468632,5.970751712,6.178883016,5.788348785,6.03877864,6.181192838,6.184495469,5.707296964,6.51167741,6.501242347,7.051236092,6.238184792
5.557462681,6.311657526,6.667537036,5.736508314,5.730875695,5.486983917,5.867425302,6.172397752,5.871742939,5.727968404,6.267527768,5.448826293,6.177829714,5.712187127,5.971268156,5.81624507,5.719944421,5.447436981,5.66333024,5.904783591,5.887226443,5.621033118,5.635777012,5.199078897,6.720715258,5.808239277,5.942297163,7.145572173,5.914977784,5.412909906,6.023793933,6.133202137,5.592995544,5.565721897,5.462425778,5.581443082,5.84472126,5.682435233,5.851457021,5.344370351,5.690586843,5.59516251,6.757178184,5.449583551,5.691568991,6.644496927,6.120288562,5.494755741,5.07377367,5.142367853,5.364591401,5.772596377,5.424098983,5.944290767,5.245576339,5.301044694,5.352941351,6.605290751,5.256774037,5.390963215,5.439592062,5.485632589,5.344351053,5.232098997,6.254260039,5.538377937,5.616848615,7.121635112,5.55582041,5.553159783,5.730028143,5.557119122,5.493061115,5.423001607,5.505613184,5.722775582,5.709006514,5.573189431,5.734849843,5.496663515,5.50467061,5.684127425,5.436069462,5.589181117,6.053307473,5.784700591,5.705188652,5.556978358,5.825733489,5.527992003,5.834723773,5.773990047,5.675608338,5.519404182,5.497523628,5.781428652
5.342702582,5.346048463,5.47948656,5.401825399,5.356449406,5.171892166,5.30459901,5.326630796,5.389653571,5.49340098,5.334283213,5.361524256,5.519041979,5.496470796,5.370685137,5.277749972,5.434679383,5.167737369,5.365702873,5.109242492,5.171328433,5.053648232,5.244969414,5.171885506,5.239657686,5.191952659,5.264198869,5.220398156,5.247097998,5.061090509,5.279273825,5.169339919,5.368292316,5.335061122,5.189222744,5.138445691,5.373382334,5.442782955,5.24829413,5.2417859,5.369941988,5.342058819,5.425696847,5.182959549,5.417220345,5.278581964,5.299328758,5.227746911,4.988373773,5.082486298,5.089463423,5.060480785,5.129901862,5.027027276,5.025893003,5.141900019,5.076968079,5.124770575,5.073810382,5.03088855,5.171379058,5.143980389,5.197049524,5.094458325,5.392519818,5.226674398,5.369892127,5.207935383,5.342321511,5.202965507,5.286156266,5.249682527,5.343427786,5.246707725,5.356733308,5.463500797,5.397130112,5.276226765,5.286113173,5.506261273,5.388338911,5.371605408,5.265689898,5.232831064,5.492757256,5.523112911,5.428971178,5.217977175,5.46887661,5.422676371,5.451236687,5.269690323,5.490208222,5.247189235,5.197797019,5.324120949
5.429065615,5.39261411,5.480925045,5.538459824,5.441578477,5.174320554,5.22706523,5.383681877,5.408598081,5.619366286,5.383166632,5.439831204,5.506528515,5.419014005,5.413756357,5.329684698,5.401645164,5.17031842,5.340211431,5.134134335,5.225465588,5.125485416,5.215939457,5.133010764,5.219610005,5.176600537,5.207023885,5.264015451,5.330622673,5.010681165,5.28356338,5.22047851,5.417151663,5.332564595,5.284007105,5.219930055,5.321820003,5.313247621,5.309245503,5.277311858,5.330269426,5.291563289,5.469293618,5.14431772,5.453346288,5.30650626,5.292112234,5.270172392,4.990697947,4.948782509,5.122306764,5.062132062,5.155724061,5.066448756,5.125854331,5.087012699,5.204288457,5.162922758,5.088327378,4.943918319,5.175638262,5.137876253,5.248970462,5.147365744,5.369439677,5.255584981,5.355186307,5.278783688,5.333588533,5.185635886,5.313955656,5.227289809,5.361909728,5.274528761,5.36663888,5.324312279,5.415450792,5.206856951,5.394569317,5.54124581,5.312364911,5.24741605,5.245460353,5.188778606,5.525771968,5.483363843,5.461275131,5.277714366,5.476387092,5.405305546,5.544062863,5.360934747,5.427258248,5.231944229,5.250509579,5.308654792
5.287045166,5.224292792,5.446325719,5.336389205,5.310280271,5.134396215,5.359351338,5.27926224,5.383633486,5.35127651,5.576934343,5.265291756,5.472873604,5.34303867,5.281268836,5.23784742,5.311046704,5.136988836,5.281080194,5.15738211,5.185850886,5.013828558,5.131627112,5.129283017,5.235238682,5.190733094,5.362501947,5.386785824,5.266033274,5.01616034,5.391605225,5.325194832,5.331320899,5.241426874,5.163679928,5.118446853,5.332865492,5.297122468,5.295668745,5.135404843,5.295280741,5.254889645,5.64936015,5.079381899,5.31205265,5.383570994,5.297570374,5.197080751,4.934859513,4.925588528,5.021637012,5.000916035,5.103222758,4.98440345,5.038234729,5.062075479,5.031437927,5.159080301,5.03201143,4.992086345,5.17205344,5.128983569,5.183080366,5.000983757,5.550703758,5.256219368,5.305913551,5.474893855,5.31886462,5.223493114,5.247470698,5.213889387,5.293188917,5.204406622,5.316847207,5.364626086,5.3944789,5.155224788,5.241855444,5.328765521,5.2433053,5.290894165,5.183718945,5.181699846,5.449941794,5.464671337,5.365467913,5.218836785,5.399968872,5.357893375,5.420630294,5.231597346,5.352073549,5.207441377,5.21574732,5.283037135
5.589849754,5.62630878,5.714581547,5.649835706,5.570976016,5.593545685,7.027124344,5.635444064,5.684606454,5.955696036,5.821157101,5.598171906,6.112279879,5.59122598,6.450295229,5.448611453,5.74307037,5.32210782,6.076744969,5.40662912,5.728683019,5.225361286,5.393826984,5.340055249,5.474053239,5.440570238,5.402031474,5.623515705,5.686429013,5.277474466,5.571308078,5.461730089,5.954576367,5.601500762,5.279714534,5.400809275,5.546461259,5.52119183,5.730892406,5.376254259,5.489238242,5.533777901,5.820620755,5.446802397,5.5495438,5.58098313,5.49621376,5.474344922,5.278164746,5.037759364,5.312108021,5.208801417,5.427052826,5.422318683,5.309289116,5.407203367,5.160224938,5.552529158,5.176031823,5.225945409,5.275867678,5.354024626,5.538569142,5.345896555,5.744380665,5.317499799,5.705937177,5.277237982,5.784247116,5.407262133,5.636263233,5.349049193,5.473801038,5.387821569,5.817099983,5.635758512,5.567604531,5.479831333,5.477632954,5.610658835,5.503771971,5.529625751,5.353923878,5.418001773,5.815311539,5.647768422,5.822709769,5.643365765,5.621977662,5.641289084,5.585015477,5.836036774,5.506275917,5.393824599,5.358838199,5.53926001
5.375583312,5.539957653,6.116050873,5.423288107,5.419204271,5.202765395,5.284572104,5.502009128,5.543297065,5.590651266,5.658317152,5.362765629,5.611113175,5.572322907,5.418954777,5.301535543,5.563125982,5.252081421,5.41923957,5.387013392,5.4023163,5.121064392,5.42834211,5.209873752,5.441293314,5.231376221,5.394610663,5.627994627,5.363934239,5.171354857,5.422509536,5.43415572,5.467571572,5.324109428,5.26781439,5.240560048,5.364765967,5.416200252,5.27346267,5.224363259,5.37029675,5.418203416,5.641321596,5.166575101,5.331452967,5.539886986,5.429070002,5.27360447,4.963401148,5.074716699,5.203837342,5.314333539,5.128154532,5.229473822,5.127020428,5.191863971,5.151588479,5.275443724,5.211476611,5.096530726,5.244101544,5.143846824,5.18960261,5.075832366,5.535905413,5.3712152,5.433900251,5.666464207,5.417595045,5.375039431,5.436065807,5.332374246,5.3757244,5.279278091,5.463293876,5.553104093,5.521257652,5.30636654,5.392701199,5.346958771,5.3465386,5.469991601,5.333610211,5.262812729,5.586044224,5.560138538,5.574102676,5.252880338,5.598134459,5.411486632,5.632625833,5.335166113,5.469516308,5.352216531,5.333236478,5.453983241
5.194744641,5.276219068,5.523747705,5.320053439,5.271875664,5.102921039,5.246661603,5.293962701,5.19946225,5.262082788,5.294657337,5.30320961,5.436405609,5.325726185,5.367019335,5.215917097,5.312060934,5.0575252,5.227659948,5.0595954,5.187373519,5.015911508,5.190229014,5.09249679,5.153010138,5.077201343,5.191323758,5.251483442,5.134719645,5.012612846,5.23812562,5.261786143,5.380473711,5.197375725,5.163076004,5.068529832,5.217510583,5.314820856,5.169260215,5.091409311,5.263212952,5.2515942,5.377356083,5.11544312,5.277344115,5.240632902,5.248718891,5.134385561,4.862520837,4.911625122,5.02582155,5.005849135,5.062872698,5.015146458,4.996750354,5.035575366,5.062168782,5.055556675,5.038358239,5.031062616,5.068150763,5.114871076,5.133744175,4.972585991,5.28485329,5.160737478,5.25998703,5.236212661,5.216499271,5.197232083,5.178088483,5.18239824,5.242064887,5.195693048,5.296644479,5.304013696,5.265014184,5.157207291,5.263601055,5.280386166,5.207493562,5.233969737,5.213634212,5.198654787,5.454060384,5.498611002,5.458141023,5.234312232,5.360759847,5.28486901,5.374130431,5.282249261,5.403722671,5.208092425,5.16940567,5.254802264
5.341910871,5.309039875,5.407846899,5.367413864,5.384784342,5.179365609,5.259276251,5.280980543,5.415988598,5.45687169,5.324588959,5.354068185,5.60095186,5.475872272,5.429053448,5.286132965,5.307250926,5.19336763,5.290213043,5.047755917,5.161042453,5.098031996,5.238608528,5.181264546,5.267391641,5.144112229,5.214185482,5.253256718,5.198175668,5.066858395,5.310687063,5.177675571,5.40955783,5.329094056,5.273837348,5.134460471,5.371078198,5.370834698,5.276124337,5.199900534,5.348051774,5.347321186,5.358388608,5.147711555,5.327711412,5.231616326,5.323968965,5.222754147,4.919177374,4.913553766,5.025319968,5.029185846,5.144992952,4.998975113,5.095386365,5.095375325,5.109725855,5.117468737,5.10003557,4.984610271,5.166733983,5.185212236,5.149848451,5.031885612,5.359054268,5.222355687,5.219414822,5.168620531,5.361748488,5.201498092,5.303111811,5.242556967,5.336335222,5.297924947,5.397547548,5.382092299,5.385419518,5.207884002,5.204374538,5.321063227,5.3302512,5.307700655,5.274123893,5.180288226,5.479625983,5.537291268,5.420247996,5.225605149,5.450635847,5.409751588,5.457140493,5.310198391,5.406955863,5.22531031,5.193780944,5.285927613
